student_id,gender,age,parent_education,attendance_rate,study_hours,previous_gpa,final_grade,assignment_score_avg,exam_score_avg,class_participation,late_submissions,previous_gpa_sem1,previous_gpa_sem2
S22501,Female,23,Bachelor,0.63,6.1,5.93,61.4,62.0,79.4,7.7,3,5.44,5.94
S22502,Male,20,Bachelor,0.95,4.3,6.74,75.6,73.3,71.3,10.0,2,6.51,6.92
S22503,Female,19,Master,0.89,3.4,7.36,67.2,70.5,63.4,9.0,3,6.92,7.98
S22504,Female,21,Master,0.92,5.3,7.66,83.8,81.6,75.9,9.4,2,7.53,7.77
S22505,Female,19,High School,0.67,3.0,8.37,54.0,56.8,63.6,8.2,4,7.76,8.51
S22506,Male,19,High School,0.96,3.3,9.02,79.9,62.9,75.6,10.0,1,8.47,9.05
S22507,Male,22,Bachelor,0.77,1.4,8.45,55.9,54.2,53.2,8.7,3,7.97,8.8
S22508,Female,19,Master,0.97,3.4,6.68,75.2,66.3,72.2,10.0,0,6.57,6.72
S22509,Male,22,Bachelor,0.86,5.1,9.91,78.6,73.8,82.0,9.3,3,9.67,10.0
S22510,Male,18,Bachelor,0.99,7.3,5.27,77.6,89.8,77.1,9.9,2,5.22,5.4
S22511,Male,20,PhD,0.97,4.8,7.17,86.9,81.4,71.0,10.0,1,7.15,7.69
S22512,Female,18,Master,0.6,2.2,9.19,56.9,47.5,67.3,6.1,6,8.73,9.85
S22513,Male,19,Bachelor,0.8,5.6,8.33,77.6,65.2,83.9,9.1,1,8.09,8.81
S22514,Female,21,Bachelor,0.84,6.2,10.0,77.7,67.6,87.5,8.9,1,9.96,10.0
S22515,Female,23,Bachelor,1.0,4.8,8.96,78.4,82.6,70.6,10.0,1,8.37,9.19
S22516,Female,24,Bachelor,0.96,6.3,6.72,82.0,83.3,84.8,10.0,0,6.19,7.04
S22517,Female,17,High School,0.84,1.5,8.32,68.3,54.9,52.2,10.0,1,8.12,8.34
S22518,Male,17,High School,0.97,8.0,6.63,94.1,97.7,94.9,10.0,0,6.04,7.28
S22519,Male,24,PhD,0.98,7.5,8.01,90.7,94.1,96.4,10.0,1,7.89,8.69
S22520,Female,21,Bachelor,0.92,3.1,5.97,73.0,63.6,62.6,10.0,1,5.46,6.1
S22521,Male,22,Master,0.66,2.3,8.95,60.7,40.2,61.2,7.4,3,8.89,9.58
S22522,Male,17,High School,0.6,4.3,9.94,62.8,52.7,83.1,6.2,4,9.75,10.0
S22523,Male,21,Master,0.76,7.7,6.58,78.4,86.9,100.0,9.1,2,6.36,6.91
S22524,Male,20,Bachelor,0.79,2.6,8.93,60.2,58.0,54.5,9.0,2,8.5,9.22
S22525,Female,24,PhD,0.84,7.5,8.69,92.9,93.6,97.6,9.0,1,8.15,9.11
S22526,Male,20,High School,0.74,6.2,9.15,79.5,73.0,100.0,9.3,3,8.87,9.75
S22527,Female,24,Master,0.72,4.3,8.45,70.2,60.6,78.7,9.1,3,8.28,9.12
S22528,Male,23,Master,0.79,1.3,8.0,62.5,48.9,57.7,9.0,3,7.89,8.06
S22529,Female,18,Bachelor,0.6,7.7,9.56,76.7,64.0,100.0,7.8,4,8.87,9.68
S22530,Male,20,PhD,0.79,6.5,7.47,83.4,84.4,95.6,8.1,4,7.44,7.62
S22531,Female,24,PhD,0.78,2.9,9.0,64.8,54.8,65.9,9.5,4,8.7,9.12
S22532,Female,24,High School,0.62,4.2,8.39,59.3,55.8,74.2,7.1,4,7.81,8.74
S22533,Male,21,Master,0.64,4.4,5.41,48.3,59.2,55.0,7.2,5,4.94,5.99
S22534,Male,22,High School,0.62,7.6,7.57,70.1,71.2,91.6,7.0,5,7.39,8.24
S22535,Male,18,High School,0.64,4.2,5.3,58.5,59.7,67.8,7.1,3,4.87,5.65
S22536,Female,18,PhD,0.71,6.1,8.67,78.7,67.3,90.0,7.7,4,8.66,9.09
S22537,Female,24,Bachelor,0.85,4.0,7.52,66.2,52.4,68.2,8.8,1,6.83,8.16
S22538,Female,17,PhD,0.91,7.7,7.12,79.6,95.2,79.7,10.0,2,6.48,7.57
S22539,Male,22,High School,0.86,4.6,8.04,91.2,82.5,85.0,10.0,1,7.99,8.65
S22540,Male,22,Bachelor,0.8,2.0,8.75,60.4,55.4,53.9,8.9,1,8.4,8.9
S22541,Female,22,PhD,0.78,5.2,6.29,71.0,73.3,62.9,9.0,2,6.05,6.3
S22542,Male,18,Bachelor,0.94,7.7,8.51,89.0,93.0,93.8,10.0,2,7.91,8.65
S22543,Male,18,Master,0.96,7.6,7.7,94.2,100.0,99.8,10.0,2,7.13,7.86
S22544,Female,19,Bachelor,0.61,5.6,5.34,68.9,72.2,78.8,7.6,5,5.26,5.44
S22545,Male,18,High School,0.81,5.5,9.43,82.5,70.9,91.8,9.9,1,9.16,9.79
S22546,Male,20,High School,0.76,5.5,9.79,84.9,70.6,93.7,8.2,3,9.17,10.0
S22547,Female,18,High School,0.99,5.6,8.52,87.3,77.6,100.0,10.0,2,8.39,8.63
S22548,Male,24,Bachelor,0.88,5.6,7.34,82.7,77.9,89.4,10.0,1,7.23,7.87
S22549,Female,24,Bachelor,0.82,6.0,9.42,76.9,68.6,90.7,10.0,2,9.26,10.0
S22550,Female,23,Bachelor,0.67,5.1,7.4,62.3,60.6,68.1,7.5,3,7.05,8.03
S22551,Female,23,PhD,0.99,6.7,7.7,81.1,89.7,85.6,10.0,0,7.06,8.32
S22552,Male,20,PhD,0.67,6.2,8.89,72.5,61.4,97.9,8.6,5,8.23,9.33
S22553,Male,22,Master,0.83,2.1,8.1,56.5,50.2,56.7,9.4,1,7.51,8.46
S22554,Female,23,Bachelor,0.64,3.0,6.27,54.9,54.0,57.2,7.4,4,6.19,6.65
S22555,Male,23,High School,0.66,6.4,8.99,81.0,76.2,93.2,7.9,3,8.45,9.21
S22556,Female,21,PhD,0.69,7.0,8.39,83.7,71.4,94.9,7.7,4,7.87,8.72
S22557,Male,20,PhD,0.98,4.4,6.35,75.3,74.1,71.5,10.0,0,5.88,6.63
S22558,Female,19,High School,0.86,5.1,6.42,81.6,72.4,77.9,10.0,2,6.3,6.79
S22559,Male,22,High School,0.87,4.4,9.9,85.9,69.1,90.5,10.0,2,9.73,10.0
S22560,Male,17,High School,0.61,6.3,9.59,80.2,67.2,100.0,7.0,4,9.05,9.77
S22561,Female,22,Master,0.91,5.4,5.86,74.7,72.8,79.1,9.5,0,5.8,5.97
S22562,Male,22,PhD,0.83,6.1,6.87,74.9,84.0,73.7,10.0,2,6.59,7.55
S22563,Male,24,Bachelor,0.91,5.8,5.11,78.0,80.4,71.7,10.0,1,4.47,5.34
S22564,Female,23,Master,0.86,7.4,7.07,90.5,82.9,100.0,10.0,1,6.6,7.12
S22565,Female,23,PhD,0.83,6.9,9.85,88.1,83.8,100.0,8.6,3,9.51,9.86
S22566,Female,21,Bachelor,0.62,1.6,8.02,64.9,44.3,63.3,7.8,5,7.91,8.55
S22567,Male,17,Bachelor,0.78,5.6,8.09,75.5,75.5,89.8,8.9,3,8.01,8.39
S22568,Female,23,Master,0.77,7.9,8.02,85.9,96.6,100.0,9.1,4,7.37,8.51
S22569,Female,23,PhD,0.91,7.2,6.25,82.9,83.7,93.1,9.9,2,6.09,6.59
S22570,Female,22,Bachelor,0.74,3.5,5.98,51.5,55.0,57.0,8.1,4,5.61,6.25
S22571,Female,17,PhD,0.92,3.6,7.44,68.4,62.1,65.9,10.0,2,7.08,8.1
S22572,Male,24,High School,0.9,7.4,8.72,94.0,82.6,100.0,10.0,1,8.09,9.37
S22573,Male,19,Master,0.64,6.9,9.62,74.9,79.5,96.4,7.2,4,8.95,9.96
S22574,Male,24,Bachelor,0.64,3.3,5.59,43.5,52.4,48.4,7.6,4,5.13,5.92
S22575,Female,17,Master,0.87,4.0,9.2,75.3,66.9,78.9,10.0,2,9.14,9.4
S22576,Female,18,PhD,0.78,1.9,5.53,54.8,55.7,50.8,8.9,4,5.23,6.09
S22577,Male,20,High School,0.9,3.7,9.22,75.9,65.0,73.8,9.1,3,9.21,9.34
S22578,Male,18,High School,0.69,2.4,8.46,62.5,41.7,66.1,8.0,3,8.21,8.99
S22579,Male,20,Master,0.89,2.8,5.65,60.1,60.5,46.4,10.0,2,5.39,6.11
S22580,Female,18,Bachelor,0.68,2.7,9.19,60.3,46.0,60.5,7.7,3,9.18,9.28
S22581,Female,21,High School,0.68,6.6,5.33,68.1,66.5,77.2,7.6,4,5.04,5.91
S22582,Male,24,PhD,0.94,5.9,6.91,88.8,91.5,82.7,9.8,2,6.56,7.5
S22583,Male,22,PhD,0.94,3.8,8.66,78.4,71.4,77.7,9.5,1,8.64,9.24
S22584,Female,24,High School,0.83,6.5,6.67,82.3,83.7,85.1,9.2,1,6.43,6.72
S22585,Female,21,Bachelor,1.0,4.0,6.06,73.2,82.7,60.4,10.0,2,5.88,6.47
S22586,Female,22,Master,0.99,3.2,9.73,76.3,69.1,67.5,10.0,0,9.22,10.0
S22587,Female,23,PhD,0.88,1.5,5.65,57.6,56.6,50.1,8.8,2,5.0,6.17
S22588,Male,24,Bachelor,0.89,2.4,8.72,66.7,56.8,61.3,9.9,2,8.35,9.07
S22589,Male,24,High School,0.89,4.9,7.84,79.0,64.2,83.1,10.0,1,7.49,8.42
S22590,Female,22,PhD,0.87,5.2,9.36,87.4,78.4,83.3,10.0,2,8.98,9.66
S22591,Female,19,PhD,0.62,5.1,5.3,62.7,68.4,65.7,6.9,3,4.8,5.54
S22592,Female,17,Master,0.94,6.8,6.04,97.7,85.6,92.7,10.0,2,5.8,6.34
S22593,Male,23,High School,0.89,3.6,6.37,69.6,65.0,59.0,9.8,2,6.08,6.86
S22594,Male,19,Bachelor,0.71,1.6,5.05,46.7,36.5,36.9,7.8,4,4.53,5.46
S22595,Male,21,High School,0.96,6.1,9.13,92.1,78.7,99.0,10.0,0,9.0,9.68
S22596,Male,23,High School,0.86,3.8,6.35,65.6,73.5,66.8,10.0,3,5.84,6.64
S22597,Female,20,Bachelor,0.61,5.7,5.96,62.2,62.0,81.7,6.1,5,5.76,6.08
S22598,Female,23,High School,0.67,7.2,9.62,76.2,72.8,100.0,7.2,5,8.93,9.95
S22599,Female,18,PhD,0.86,4.4,5.47,68.0,68.2,70.5,8.7,2,4.97,6.11
S22600,Male,23,High School,0.74,1.5,7.9,54.5,40.7,55.6,7.6,3,7.8,8.47
S22601,Female,20,High School,0.66,6.6,8.31,74.0,66.4,94.9,8.1,3,7.72,8.86
S22602,Female,17,High School,0.62,7.5,7.39,71.4,68.0,96.6,7.5,4,7.29,7.94
S22603,Female,20,PhD,0.83,3.1,7.0,69.4,60.8,65.2,9.8,3,6.39,7.67
S22604,Female,19,PhD,0.93,4.2,5.85,76.4,68.7,69.6,10.0,2,5.51,6.02
S22605,Female,20,High School,0.99,2.2,5.07,56.4,60.1,37.2,10.0,0,5.06,5.28
S22606,Male,23,PhD,0.65,1.6,5.4,46.3,45.6,39.1,6.9,3,5.11,5.78
S22607,Male,20,High School,0.72,1.5,7.61,60.9,54.9,57.0,8.8,4,7.38,7.65
S22608,Male,17,Master,0.73,2.2,5.38,42.8,46.8,31.4,8.2,4,5.23,5.93
S22609,Male,18,High School,0.82,4.7,8.9,71.4,62.6,75.1,9.5,1,8.33,9.4
S22610,Male,22,Master,0.64,2.9,9.85,59.0,43.3,77.6,8.2,5,9.69,10.0
S22611,Female,17,High School,0.99,2.4,9.51,80.0,69.1,69.0,10.0,1,9.31,10.0
S22612,Male,23,Master,0.62,6.6,5.93,59.1,65.4,76.1,7.1,5,5.91,6.31
S22613,Male,19,PhD,0.8,1.8,5.89,54.6,53.1,52.2,9.3,3,5.21,6.14
S22614,Female,21,Bachelor,0.99,2.8,8.84,78.4,73.8,72.2,10.0,2,8.35,8.93
S22615,Female,18,Bachelor,0.84,4.2,7.75,75.2,67.0,72.7,8.8,3,7.18,8.26
S22616,Female,18,PhD,0.81,6.8,7.52,78.5,80.4,74.3,9.5,1,7.02,7.85
S22617,Male,19,PhD,0.78,4.6,7.25,58.6,68.6,67.6,7.8,4,6.96,7.86
S22618,Female,19,High School,0.89,1.1,7.78,64.6,59.9,50.1,10.0,2,7.55,8.13
S22619,Female,23,PhD,0.84,4.6,8.76,77.7,66.4,82.1,10.0,3,8.06,9.32
S22620,Female,19,Master,0.91,7.7,9.77,91.2,91.8,100.0,10.0,2,9.13,10.0
S22621,Female,20,PhD,0.89,4.4,7.15,71.9,68.4,74.1,10.0,2,6.77,7.51
S22622,Male,23,High School,0.89,2.6,8.53,71.9,58.8,73.7,10.0,1,8.42,8.81
S22623,Female,24,Master,0.83,7.7,8.53,87.9,81.9,100.0,9.6,3,7.85,8.63
S22624,Male,19,High School,0.99,1.2,6.15,63.0,64.4,30.2,10.0,0,5.49,6.57
S22625,Male,18,Master,0.69,1.3,8.07,57.1,45.7,48.0,8.6,5,7.56,8.53
S22626,Male,17,Master,0.79,5.4,9.17,77.0,73.9,87.9,8.2,2,8.62,9.58
S22627,Female,21,Bachelor,0.67,3.7,8.27,59.3,60.0,74.1,6.9,5,8.23,8.42
S22628,Female,18,High School,0.88,5.9,6.96,79.2,82.2,92.1,10.0,3,6.88,7.44
S22629,Male,17,Master,1.0,4.3,7.28,85.3,82.3,80.9,10.0,2,7.06,7.9
S22630,Female,17,PhD,0.9,2.7,9.19,70.6,58.6,65.6,9.9,3,9.01,9.65
S22631,Male,19,High School,0.7,7.9,8.08,88.6,81.6,100.0,8.6,3,7.99,8.35
S22632,Female,21,High School,0.96,2.5,8.26,68.1,61.9,65.2,10.0,1,7.76,8.53
S22633,Male,17,Master,0.62,3.1,6.35,57.5,50.7,58.6,7.6,3,6.26,6.6
S22634,Male,24,Bachelor,0.9,1.6,5.21,55.2,47.9,41.2,9.8,3,4.69,5.5
S22635,Female,19,Master,0.82,1.6,6.13,54.4,65.5,31.6,9.2,1,6.09,6.35
S22636,Female,19,Bachelor,0.63,7.2,7.07,72.2,70.6,100.0,7.2,4,6.72,7.49
S22637,Male,19,Master,0.63,5.0,5.58,56.7,61.1,64.7,6.6,4,5.47,6.19
S22638,Female,23,Master,0.66,5.8,6.25,76.2,75.2,77.3,8.1,3,5.85,6.42
S22639,Female,23,PhD,0.94,7.5,8.28,95.3,90.3,93.8,10.0,1,7.96,8.93
S22640,Female,20,PhD,0.63,6.4,5.9,65.4,74.3,75.8,7.5,4,5.69,6.45
S22641,Male,24,Bachelor,0.76,7.3,8.97,89.5,88.0,100.0,9.4,3,8.93,9.63
S22642,Male,20,Master,0.8,4.4,7.09,71.3,56.5,70.7,9.5,2,6.8,7.77
S22643,Male,22,High School,0.73,7.1,8.86,76.5,74.5,100.0,8.0,4,8.27,9.24
S22644,Female,21,Bachelor,0.6,2.7,8.8,48.6,47.7,53.6,7.5,6,8.35,9.28
S22645,Male,24,PhD,0.63,6.8,5.03,59.9,66.8,72.1,6.6,4,4.97,5.54
S22646,Female,19,Master,0.91,1.5,9.73,77.7,61.1,58.1,10.0,1,9.22,10.0
S22647,Female,23,High School,0.61,3.9,8.43,63.5,60.4,82.1,7.4,3,7.89,8.57
S22648,Male,19,PhD,0.98,1.6,7.07,63.9,62.7,41.5,10.0,0,6.74,7.69
S22649,Female,18,High School,0.92,3.0,5.23,61.1,61.2,43.0,9.9,2,4.6,5.44
S22650,Female,17,Bachelor,0.67,5.4,9.15,66.7,63.2,79.0,7.3,5,8.94,9.32
S22651,Male,23,High School,0.67,3.2,7.01,55.6,56.0,60.2,8.6,4,6.45,7.49
S22652,Male,23,High School,0.81,2.4,6.23,45.5,45.6,34.1,8.2,1,5.69,6.67
S22653,Male,17,High School,0.65,1.0,5.77,34.4,34.1,33.7,7.0,5,5.23,6.07
S22654,Female,22,Master,0.84,7.0,6.53,87.3,88.1,96.3,10.0,3,6.21,6.9
S22655,Male,20,Master,0.65,6.3,5.56,64.5,70.7,74.0,6.5,3,5.12,5.88
S22656,Male,17,PhD,0.99,1.3,6.59,55.9,49.8,31.5,10.0,2,6.18,7.08
S22657,Male,23,PhD,0.92,2.1,9.6,73.7,60.8,65.8,10.0,1,9.12,10.0
S22658,Male,20,High School,0.64,4.3,5.56,47.8,61.7,55.2,6.8,5,5.09,5.89
S22659,Male,17,High School,0.69,4.8,6.41,54.3,60.9,60.6,7.8,4,6.39,6.74
S22660,Male,19,High School,0.82,5.6,9.52,90.7,65.1,98.4,9.4,2,9.24,9.6
S22661,Female,17,PhD,0.7,7.6,6.8,75.6,75.0,97.1,9.0,5,6.3,7.01
S22662,Female,19,High School,0.78,5.5,9.24,78.1,71.7,87.7,8.7,3,8.78,9.58
S22663,Male,22,PhD,0.96,1.0,6.85,69.6,52.4,44.1,10.0,1,6.48,7.47
S22664,Male,17,Master,0.92,3.5,7.47,67.7,59.2,61.9,10.0,1,7.23,7.66
S22665,Female,24,High School,0.69,6.6,8.23,73.6,70.7,96.6,8.1,5,8.05,8.55
S22666,Female,21,High School,0.72,2.2,6.93,58.9,47.0,62.3,7.5,3,6.49,7.46
S22667,Female,19,Master,0.95,3.5,8.11,80.2,71.0,85.0,9.9,0,7.99,8.73
S22668,Male,24,Master,0.81,5.7,9.43,77.3,67.0,92.5,10.0,3,9.22,10.0
S22669,Female,17,Bachelor,0.82,4.9,6.6,73.1,65.2,77.4,8.9,2,6.58,6.66
S22670,Female,22,PhD,0.83,5.2,5.8,69.9,78.3,74.7,9.1,3,5.41,6.47
S22671,Female,24,High School,0.91,1.5,8.5,74.2,46.8,70.5,9.8,0,8.19,8.81
S22672,Male,19,Bachelor,0.62,1.7,7.85,40.8,29.3,45.1,8.0,4,7.32,7.97
S22673,Female,22,PhD,0.69,5.8,7.6,61.1,61.7,73.9,7.1,5,7.18,7.73
S22674,Male,24,High School,0.66,5.0,5.68,60.1,59.7,79.4,7.0,5,5.13,5.81
S22675,Female,21,High School,0.86,3.5,5.72,69.0,59.5,57.8,9.2,2,5.06,6.11
S22676,Female,21,PhD,0.85,5.2,6.9,79.5,72.9,85.3,8.8,2,6.85,7.06
S22677,Male,24,PhD,0.61,3.4,9.95,60.4,49.2,75.7,7.6,4,9.78,10.0
S22678,Male,21,Master,0.68,1.9,5.01,52.7,39.0,52.3,8.0,5,4.6,5.23
S22679,Female,23,PhD,0.63,1.5,7.12,54.5,44.7,53.6,7.6,3,7.0,7.65
S22680,Male,19,Master,0.99,5.6,5.19,72.9,77.8,75.0,10.0,2,4.5,5.56
S22681,Female,24,Bachelor,0.65,3.0,6.51,51.7,55.7,51.0,7.9,5,6.18,6.8
S22682,Female,20,PhD,0.7,3.7,6.18,51.7,51.6,54.3,8.3,5,5.62,6.32
S22683,Male,18,PhD,0.94,6.5,8.42,88.3,85.1,100.0,10.0,2,8.36,8.61
S22684,Female,23,PhD,0.98,4.2,6.25,75.4,80.1,62.3,10.0,2,5.95,6.43
S22685,Male,22,Bachelor,0.68,2.0,6.09,48.6,43.5,40.9,7.2,4,5.87,6.29
S22686,Female,19,Bachelor,0.9,2.0,5.3,64.1,59.9,52.5,9.8,0,5.06,5.91
S22687,Male,23,Master,0.73,4.5,9.3,75.7,68.9,79.3,8.8,4,8.62,9.59
S22688,Male,17,High School,0.64,7.2,8.72,74.3,67.3,88.8,6.6,4,8.22,8.81
S22689,Female,23,High School,0.66,3.6,7.68,50.5,49.2,66.8,7.4,4,7.64,8.17
S22690,Female,22,High School,0.74,6.5,8.09,73.4,75.1,91.7,8.1,2,7.69,8.46
S22691,Male,24,Bachelor,0.61,5.5,7.76,63.4,55.7,92.6,7.7,3,7.6,8.19
S22692,Male,21,High School,0.96,3.7,9.5,79.9,69.3,75.3,10.0,1,8.98,10.0
S22693,Female,21,Master,0.93,3.1,5.13,58.3,66.3,49.0,9.5,0,4.86,5.8
S22694,Male,19,Master,0.93,1.7,5.22,57.9,55.5,39.1,9.6,2,4.6,5.87
S22695,Female,19,Bachelor,0.64,2.4,8.9,51.5,42.8,55.7,7.2,4,8.53,8.94
S22696,Male,21,High School,0.96,1.0,9.51,62.1,54.4,42.0,10.0,2,9.38,9.6
S22697,Female,22,Master,0.82,5.6,8.58,82.7,71.9,99.3,9.8,3,8.56,8.86
S22698,Male,24,Master,0.62,2.9,7.59,58.6,47.6,52.4,8.1,4,6.93,7.89
S22699,Female,21,Bachelor,0.84,5.6,8.73,83.1,71.1,99.5,9.4,1,8.51,9.21
S22700,Male,22,PhD,0.75,5.3,8.04,77.4,76.6,75.8,8.5,2,7.93,8.27
S22701,Female,24,Bachelor,0.8,5.7,8.15,83.5,80.9,88.7,9.5,3,8.01,8.76
S22702,Male,20,Bachelor,0.62,3.3,6.93,53.6,54.3,62.3,7.2,3,6.25,6.99
S22703,Female,22,Bachelor,0.94,7.2,5.57,76.8,89.3,82.5,10.0,0,5.34,5.57
S22704,Male,20,PhD,0.96,3.7,5.4,66.0,73.2,57.2,9.7,2,5.07,5.57
S22705,Male,24,High School,0.93,3.6,6.26,72.4,69.7,64.3,10.0,2,6.17,6.48
S22706,Male,20,Master,0.66,3.9,5.48,52.9,54.7,58.6,8.0,4,5.04,5.52
S22707,Male,22,PhD,0.63,7.3,8.34,78.1,81.4,99.2,7.8,4,7.74,8.85
S22708,Female,18,Master,0.87,4.7,6.01,65.7,80.5,64.1,9.3,2,5.77,6.53
S22709,Female,17,Bachelor,0.93,6.0,5.46,88.0,69.7,96.3,10.0,0,5.4,5.88
S22710,Male,23,Bachelor,0.78,5.5,8.07,81.2,75.4,89.2,8.3,2,7.94,8.55
S22711,Female,19,PhD,0.94,3.3,8.69,75.6,68.1,72.9,9.9,1,8.36,9.16
S22712,Male,23,High School,0.83,5.5,8.72,83.8,76.5,84.0,9.7,2,8.04,9.33
S22713,Female,19,Master,0.84,1.2,8.67,49.7,45.7,48.4,8.7,2,8.04,9.0
S22714,Female,21,High School,0.77,2.8,8.7,65.1,57.5,65.3,9.1,3,8.63,9.22
S22715,Female,17,PhD,0.77,5.3,5.25,62.0,68.3,67.4,8.6,4,5.02,5.75
S22716,Female,21,Bachelor,0.99,5.6,8.46,83.1,75.1,82.6,10.0,0,7.83,8.71
S22717,Female,21,Master,0.63,3.5,6.32,49.3,51.3,57.4,6.9,3,5.68,6.58
S22718,Female,23,High School,0.68,3.6,6.05,64.8,65.8,62.9,7.2,4,5.71,6.69
S22719,Male,17,Bachelor,0.82,3.4,9.7,68.4,60.8,79.4,8.3,3,9.28,10.0
S22720,Male,18,Bachelor,0.65,1.5,10.0,47.6,39.4,50.8,7.7,4,9.82,10.0
S22721,Male,17,Master,0.67,2.3,8.46,46.6,41.3,48.8,7.2,5,7.88,8.89
S22722,Female,19,PhD,0.91,3.5,8.42,70.9,72.7,72.9,9.5,1,8.12,8.63
S22723,Male,24,High School,0.78,3.4,7.18,64.4,61.7,59.5,8.1,2,7.15,7.59
S22724,Male,17,Bachelor,0.92,7.5,9.68,94.8,88.9,100.0,10.0,1,9.0,9.69
S22725,Female,20,Master,0.91,7.3,9.16,100.0,97.3,100.0,9.9,1,9.01,9.31
S22726,Female,17,Master,0.82,2.2,8.15,62.5,54.6,61.5,9.5,3,8.0,8.72
S22727,Male,20,High School,0.8,2.5,6.72,56.1,58.1,51.0,8.7,3,6.39,6.84
S22728,Male,24,PhD,0.75,3.4,9.83,74.0,55.4,72.8,8.9,2,9.38,10.0
S22729,Male,24,PhD,0.9,2.5,5.83,63.4,69.1,53.1,9.9,3,5.65,6.29
S22730,Male,20,High School,0.67,3.5,7.63,63.8,48.4,67.4,7.2,3,7.05,7.99
S22731,Female,22,High School,0.9,4.6,5.42,68.2,78.3,62.5,10.0,3,4.74,6.04
S22732,Female,19,Bachelor,0.72,3.0,6.02,56.5,52.0,54.6,8.3,3,5.52,6.57
S22733,Male,20,Master,0.62,1.6,5.2,42.0,34.5,25.5,8.0,3,5.0,5.59
S22734,Female,24,PhD,0.76,5.1,6.21,52.3,71.4,52.3,8.3,4,5.57,6.46
S22735,Female,24,High School,0.77,3.5,8.45,67.8,54.4,71.7,8.4,4,7.8,8.71
S22736,Male,19,High School,0.85,1.4,9.25,61.5,47.8,63.8,8.6,3,8.59,9.79
S22737,Female,18,Bachelor,0.68,5.9,6.29,68.1,72.3,67.4,6.9,4,6.23,6.32
S22738,Male,19,Bachelor,0.81,6.4,7.03,71.7,83.8,71.0,9.3,1,6.93,7.55
S22739,Male,18,High School,0.77,1.5,7.19,60.0,57.4,48.2,9.5,4,7.17,7.52
S22740,Male,18,Master,0.78,6.1,8.74,77.6,74.1,90.8,9.6,4,8.41,9.17
S22741,Female,20,Master,0.75,7.4,5.15,80.8,82.9,82.5,7.8,3,5.1,5.6
S22742,Female,19,Master,0.93,2.2,5.64,63.9,45.5,44.4,9.4,2,5.34,6.19
S22743,Male,22,PhD,0.71,2.2,9.25,66.1,48.1,66.6,8.5,2,9.11,9.85
S22744,Male,19,Master,0.65,5.1,5.26,60.1,54.9,66.2,8.1,4,4.87,5.65
S22745,Male,18,Master,0.8,2.3,5.01,55.9,51.1,49.5,8.6,1,4.73,5.21
S22746,Female,22,High School,0.64,1.9,9.31,57.5,42.2,69.1,7.5,4,8.92,9.78
S22747,Female,24,PhD,0.98,4.8,8.23,83.5,79.8,80.0,10.0,1,7.73,8.25
S22748,Female,17,Master,0.72,6.3,7.9,77.1,75.6,88.4,8.3,3,7.85,8.36
S22749,Female,23,Master,0.6,5.2,8.76,72.3,64.4,82.5,7.8,4,8.69,9.16
S22750,Female,17,Bachelor,0.87,5.3,5.36,72.0,70.0,74.7,10.0,3,4.92,5.83
S22751,Female,22,PhD,0.63,3.9,5.29,52.4,43.6,59.9,7.4,4,5.17,5.75
S22752,Female,21,Master,0.84,7.9,9.21,89.1,96.7,100.0,10.0,3,9.03,9.76
S22753,Female,22,High School,0.94,3.8,8.01,85.6,68.4,69.9,9.7,0,7.77,8.46
S22754,Female,20,Master,0.92,1.7,5.84,61.4,59.1,40.1,9.9,1,5.29,6.52
S22755,Female,19,Bachelor,0.64,1.7,5.55,50.9,37.8,48.3,8.3,4,4.94,5.83
S22756,Female,22,PhD,0.62,5.8,9.72,82.2,62.5,97.2,7.3,3,9.28,10.0
S22757,Male,18,High School,0.72,6.0,7.91,70.8,69.3,80.2,8.2,4,7.71,8.26
S22758,Female,19,Master,0.76,1.6,9.9,69.7,45.4,70.7,8.6,2,9.79,10.0
S22759,Male,18,Master,0.88,2.4,5.45,51.1,60.7,40.7,9.4,3,4.97,5.69
S22760,Female,17,PhD,0.91,2.6,7.5,69.3,59.2,57.4,10.0,2,7.42,7.66
S22761,Male,20,Master,0.65,1.2,7.06,47.7,37.9,53.5,7.2,5,6.72,7.15
S22762,Male,19,Bachelor,0.75,6.2,6.25,68.3,74.5,72.2,8.3,4,5.65,6.86
S22763,Male,20,PhD,0.84,4.3,6.42,60.2,66.5,62.5,10.0,3,5.99,6.92
S22764,Female,22,Bachelor,0.89,7.3,5.24,83.7,86.3,82.8,10.0,3,4.61,5.44
S22765,Male,23,Master,0.87,3.1,8.5,69.6,68.5,63.1,9.5,2,7.82,8.7
S22766,Male,20,Bachelor,0.72,2.6,8.86,65.1,52.2,64.3,7.4,2,8.47,9.41
S22767,Female,24,PhD,0.81,3.7,5.36,64.9,72.8,53.1,8.7,3,4.79,5.88
S22768,Female,18,High School,0.76,6.4,7.91,77.6,77.2,92.6,7.7,3,7.68,8.3
S22769,Male,20,High School,0.63,5.3,7.92,70.5,58.6,98.0,7.0,3,7.83,8.35
S22770,Male,18,Master,0.67,4.4,8.66,66.5,54.0,76.1,8.2,3,8.36,8.8
S22771,Male,18,Bachelor,0.83,2.3,9.77,61.9,54.8,62.5,9.7,2,9.24,10.0
S22772,Male,18,PhD,0.96,2.5,8.19,73.1,57.2,55.5,10.0,1,8.14,8.34
S22773,Female,22,Master,0.74,3.1,7.81,65.0,53.3,57.4,9.2,4,7.18,8.43
